,GenderSelect,Country,Age,EmploymentStatus,CodeWriter,CurrentJobTitleSelect,CurrentEmployerType,LanguageRecommendationSelect,FormalEducation,CompensationAmount,CompensationCurrency,exchangeRate,CompensationAmountExanged
7755,Male,Kenya,30.0,Employed full-time,Yes,Other,Employed by non-profit or NGO,R,Bachelor's degree,120000,KES,0.009726,1167.1200000000001
7785,Male,Other,26.0,Employed full-time,Yes,Data Miner,Employed by company that makes advanced analytic software,Python,Bachelor's degree,100000,ETB,0.042395,4239.5
7791,Female,India,27.0,Employed full-time,Yes,Other,Employed by professional services/consulting firm,SAS,Master's degree,250000,IRR,3e-05,7.5
7819,Male,United Kingdom,48.0,Employed full-time,Yes,Scientist/Researcher,Employed by professional services/consulting firm,Python,Doctoral degree,150000,GBP,1.324188,198628.19999999998
7823,Male,India,27.0,Employed full-time,Yes,Business Analyst,Employed by professional services/consulting firm,Python,Master's degree,650000,INR,0.01562,10153.0
7826,Male,Singapore,56.0,Employed full-time,Yes,Other,Employed by college or university,Python,Doctoral degree,190000,SGD,0.742589,141091.91
7830,Male,Japan,37.0,Employed full-time,Yes,Researcher,Employed by college or university,Python,Doctoral degree,65000,USD,1.0,65000.0
7837,Male,Israel,34.0,Employed full-time,Yes,Machine Learning Engineer,Employed by a company that performs advanced analytics,Python,Master's degree,480000,ILS,0.282974,135827.52
7850,Male,Other,31.0,Employed full-time,Yes,Researcher,Employed by non-profit or NGO,R,Master's degree,2100000,LKR,0.006536,13725.6
7851,Male,Israel,30.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Bachelor's degree,186000,ILS,0.282974,52633.164
7862,Male,Australia,0.0,Employed full-time,Yes,Predictive Modeler,Employed by government,R,Master's degree,78000,AUD,0.80231,62580.18
7867,Male,Israel,26.0,Employed full-time,Yes,Machine Learning Engineer,"Employed by a company that performs advanced analytics,Employed by government",Python,Master's degree,110000,ILS,0.282974,31127.14
7869,Male,Japan,43.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Doctoral degree,10000000,JPY,0.009108,91080.0
7871,Male,Italy,55.0,Employed full-time,Yes,Data Analyst,Employed by college or university,R,Master's degree,250000,EUR,1.195826,298956.5
7872,Male,India,23.0,Employed full-time,Yes,Engineer,Employed by company that makes advanced analytic software,Python,Bachelor's degree,750000,INR,0.01562,11715.0
7885,Male,United States,30.0,Employed full-time,Yes,Data Scientist,Employed by college or university,Python,Master's degree,50000,USD,1.0,50000.0
7902,Male,India,23.0,Employed full-time,Yes,Business Analyst,Employed by a company that performs advanced analytics,R,Master's degree,500000,INR,0.01562,7810.0
7906,Male,Australia,29.0,Employed full-time,Yes,Business Analyst,Employed by a company that performs advanced analytics,R,Bachelor's degree,150000,AUD,0.80231,120346.5
7919,Male,India,24.0,Employed full-time,Yes,Data Scientist,Employed by a company that doesn't perform advanced analytics,Python,Bachelor's degree,600000,INR,0.01562,9372.0
7929,Male,Sweden,,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Master's degree,820000,SEK,0.125204,102667.28000000001
7938,Male,India,27.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,654000,INR,0.01562,10215.48
7939,Male,Turkey,39.0,Employed full-time,Yes,Computer Scientist,Employed by college or university,Matlab,Doctoral degree,25000,USD,1.0,25000.0
7948,Male,India,34.0,Employed full-time,Yes,Data Analyst,Employed by company that makes advanced analytic software,Python,Master's degree,1000000,INR,0.01562,15620.0
7979,Male,India,27.0,Employed full-time,Yes,Data Scientist,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software",R,Bachelor's degree,15.5,INR,0.01562,0.24211
7983,Female,United Kingdom,43.0,Employed full-time,Yes,Machine Learning Engineer,Employed by a company that performs advanced analytics,Python,Master's degree,50000,GBP,1.324188,66209.4
7996,Male,India,30.0,Employed full-time,Yes,Engineer,Self-employed,Python,Bachelor's degree,2500000,INR,0.01562,39050.0
8001,Male,Netherlands,37.0,Employed full-time,Yes,Data Scientist,Employed by company that makes advanced analytic software,Python,Doctoral degree,75000,EUR,1.195826,89686.95
8009,Female,Germany,26.0,Employed full-time,Yes,Predictive Modeler,Employed by a company that performs advanced analytics,Python,Master's degree,65000,EUR,1.195826,77728.69
8024,Female,India,23.0,Employed full-time,Yes,Machine Learning Engineer,Employed by a company that doesn't perform advanced analytics,Python,Bachelor's degree,8800,USD,1.0,8800.0
8035,"Non-binary, genderqueer, or gender non-conforming",Philippines,32.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,R,Master's degree,140000,PHP,0.019637,2749.1800000000003
8040,Male,Pakistan,23.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,R,Bachelor's degree,700000,PKR,0.009476,6633.2
8041,Male,Russia,37.0,Employed full-time,Yes,Other,Employed by professional services/consulting firm,Python,Master's degree,3000000,RUB,0.017402,52206.0
8045,Male,Japan,28.0,Employed full-time,Yes,Data Analyst,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,3520000,JPY,0.009108,32060.16
8047,Male,Norway,46.0,Employed full-time,Yes,Programmer,Employed by professional services/consulting firm,Python,Master's degree,800000,NOK,0.127502,102001.6
8058,Male,Malaysia,26.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,Python,Bachelor's degree,36000,MYR,0.237786,8560.296
8062,Male,India,32.0,Employed full-time,Yes,Engineer,Employed by professional services/consulting firm,Python,Bachelor's degree,1600000,INR,0.01562,24992.0
8097,Male,Spain,45.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,R,Doctoral degree,30000,EUR,1.195826,35874.78
8102,Male,United States,34.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,Doctoral degree,90000,USD,1.0,90000.0
8104,Male,Russia,23.0,Employed full-time,Yes,Data Analyst,Employed by a company that doesn't perform advanced analytics,Python,Bachelor's degree,1320000,RUB,0.017402,22970.64
8111,Male,France,32.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Doctoral degree,35000,GBP,1.324188,46346.579999999994
8121,Male,People 's Republic of China,27.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Bachelor's degree,43000,CNY,0.153,6579.0
8122,Male,Finland,46.0,Employed full-time,Yes,Other,Employed by a company that doesn't perform advanced analytics,R,Master's degree,70000,EUR,1.195826,83707.82
8124,Male,India,28.0,Employed full-time,Yes,Data Analyst,Employed by a company that doesn't perform advanced analytics,R,Bachelor's degree,360000,INR,0.01562,5623.2
8133,Male,United States,45.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,R,Master's degree,220000,USD,1.0,220000.0
8135,Male,Hong Kong,38.0,Employed full-time,Yes,Programmer,Employed by a company that doesn't perform advanced analytics,Python,Bachelor's degree,288000,HKD,0.127998,36863.424
8142,Male,France,26.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Master's degree,35000,EUR,1.195826,41853.91
8144,Female,Hong Kong,26.0,Employed full-time,Yes,Researcher,Employed by college or university,Matlab,Bachelor's degree,19000,HKD,0.127998,2431.962
8150,Male,Netherlands,33.0,Employed full-time,Yes,Researcher,Employed by company that makes advanced analytic software,Matlab,Master's degree,45000,EUR,1.195826,53812.170000000006
8152,Male,Finland,29.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,R,Master's degree,50000,EUR,1.195826,59791.3
8157,Male,Japan,39.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Master's degree,90000,USD,1.0,90000.0
8164,Male,People 's Republic of China,30.0,Employed full-time,Yes,Data Analyst,Employed by a company that doesn't perform advanced analytics,Python,Bachelor's degree,8000,BSD,0.998112,7984.896
8166,Male,Spain,24.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,Some college/university study without earning a bachelor's degree,18000,EUR,1.195826,21524.868000000002
8177,Female,Pakistan,25.0,Employed full-time,Yes,Computer Scientist,Employed by college or university,Python,Master's degree,45000,PKR,0.009476,426.42
8185,Male,Italy,58.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,,Master's degree,90000,EUR,1.195826,107624.34000000001
8189,Female,France,32.0,Employed full-time,Yes,Predictive Modeler,"Employed by a company that doesn't perform advanced analytics,Employed by government",R,Master's degree,52000,EUR,1.195826,62182.952000000005
8196,Male,Other,40.0,Employed full-time,Yes,Computer Scientist,Employed by professional services/consulting firm,R,Master's degree,110000,USD,1.0,110000.0
8197,Male,India,27.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,R,Bachelor's degree,650000,INR,0.01562,10153.0
8198,Male,Spain,25.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,Python,Master's degree,19000,EUR,1.195826,22720.694
8211,Female,Russia,24.0,Employed full-time,Yes,Business Analyst,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,52000,RUB,0.017402,904.904
8216,Female,India,25.0,Employed full-time,Yes,Researcher,Employed by college or university,C/C++/C#,Master's degree,25000,INR,0.01562,390.5
8225,Male,Pakistan,24.0,Employed full-time,Yes,Data Scientist,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Python,Bachelor's degree,960000,PKR,0.009476,9096.960000000001
8236,Male,Switzerland,34.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that performs advanced analytics,Python,Doctoral degree,100000,CHF,1.043382,104338.2
8238,Male,Germany,57.0,Employed full-time,Yes,Data Scientist,Employed by government,Python,Bachelor's degree,45000,EUR,1.195826,53812.170000000006
8246,Male,United States,33.0,Employed full-time,Yes,Scientist/Researcher,Employed by government,Python,Doctoral degree,67000,USD,1.0,67000.0
8249,Female,Australia,29.0,Employed full-time,Yes,Data Scientist,Employed by company that makes advanced analytic software,Python,Master's degree,75000,AUD,0.80231,60173.25
8250,Male,India,38.0,Employed full-time,Yes,Data Scientist,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,650000,INR,0.01562,10153.0
8256,Male,People 's Republic of China,24.0,Employed full-time,Yes,Researcher,Employed by college or university,Scala,Master's degree,100,ALL,0.008956,0.8956000000000001
8260,Male,Denmark,37.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by professional services/consulting firm,Matlab,Master's degree,34000,DKK,0.16073,5464.820000000001
8263,Male,Pakistan,33.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,R,Master's degree,30000,PKR,0.009476,284.28000000000003
8266,Male,Spain,34.0,Employed full-time,Yes,Scientist/Researcher,Employed by a company that performs advanced analytics,R,Master's degree,44000,EUR,1.195826,52616.344000000005
8268,Male,Poland,40.0,Employed full-time,Yes,Data Scientist,Employed by company that makes advanced analytic software,Python,Doctoral degree,110000,PLN,0.281104,30921.440000000002
8271,Female,India,27.0,Employed full-time,Yes,Predictive Modeler,Employed by professional services/consulting firm,R,Bachelor's degree,1000000,INR,0.01562,15620.0
8274,Male,South Africa,29.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,SQL,Bachelor's degree,1300000,ZAR,0.077002,100102.6
8276,Male,Sweden,46.0,Employed full-time,Yes,Researcher,Employed by college or university,Python,Doctoral degree,480000,SEK,0.125204,60097.920000000006
8278,Male,Russia,43.0,Employed full-time,Yes,Programmer,"Employed by college or university,Employed by a company that doesn't perform advanced analytics,Employed by government",C/C++/C#,Professional degree,800000,RUB,0.017402,13921.6
8279,Male,Denmark,33.0,Employed full-time,Yes,Data Analyst,Employed by a company that performs advanced analytics,SQL,Master's degree,660000,DKK,0.16073,106081.8
8281,Male,Belgium,26.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,R,Master's degree,25000,EUR,1.195826,29895.65
8284,Male,Singapore,39.0,Employed full-time,Yes,Data Analyst,Employed by a company that doesn't perform advanced analytics,R,Master's degree,78000,SGD,0.742589,57921.942
8291,Male,Sweden,36.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,R,Doctoral degree,500000,SEK,0.125204,62602.00000000001
8295,Female,India,28.0,Employed full-time,Yes,Scientist/Researcher,Employed by company that makes advanced analytic software,Python,Doctoral degree,55000,INR,0.01562,859.1
8298,Male,India,32.0,Employed full-time,Yes,Business Analyst,Employed by company that makes advanced analytic software,Python,Bachelor's degree,2200000,INR,0.01562,34364.0
8299,Male,Other,30.0,Employed full-time,Yes,Scientist/Researcher,Employed by professional services/consulting firm,Python,Master's degree,75000,GBP,1.324188,99314.09999999999
8311,Male,Belgium,31.0,Employed full-time,Yes,Other,"Employed by professional services/consulting firm,Employed by a company that performs advanced analytics",Python,Master's degree,65000,EUR,1.195826,77728.69
8313,Male,Russia,36.0,Employed full-time,Yes,Other,Employed by a company that doesn't perform advanced analytics,R,Professional degree,36000,USD,1.0,36000.0
8321,Male,Japan,30.0,Employed full-time,Yes,Other,Employed by professional services/consulting firm,R,Some college/university study without earning a bachelor's degree,6000000,JPY,0.009108,54648.0
8324,Male,People 's Republic of China,39.0,Employed full-time,Yes,Researcher,Employed by company that makes advanced analytic software,Python,Master's degree,500000,CNY,0.153,76500.0
8325,Female,India,23.0,Employed full-time,Yes,Statistician,Employed by a company that doesn't perform advanced analytics,SQL,Master's degree,180000,ALL,0.008956,1612.0800000000002
8326,Male,Spain,45.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,Python,Master's degree,35000,EUR,1.195826,41853.91
8329,Male,Netherlands,43.0,Employed full-time,Yes,Software Developer/Software Engineer,"Employed by professional services/consulting firm,Employed by a company that doesn't perform advanced analytics",R,Master's degree,58000,EUR,1.195826,69357.90800000001
8340,Male,France,22.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,C/C++/C#,Bachelor's degree,26000,EUR,1.195826,31091.476000000002
8345,Male,Romania,32.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by professional services/consulting firm,Python,Doctoral degree,26000,EUR,1.195826,31091.476000000002
8352,Male,Sweden,26.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Master's degree,70000,EUR,1.195826,83707.82
8353,Male,Australia,36.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by professional services/consulting firm,C/C++/C#,Master's degree,80000,AUD,0.80231,64184.799999999996
8368,Male,India,34.0,Employed full-time,Yes,DBA/Database Engineer,Employed by professional services/consulting firm,SQL,Master's degree,2300000,INR,0.01562,35926.0
8372,Male,India,37.0,Employed full-time,Yes,Data Scientist,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,2000000,INR,0.01562,31240.0
8377,Male,Poland,27.0,Employed full-time,Yes,Machine Learning Engineer,Employed by company that makes advanced analytic software,Python,Master's degree,84000,PLN,0.281104,23612.736
8395,Male,India,29.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Bachelor's degree,2100000,INR,0.01562,32802.0
8399,Male,Italy,59.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,R,Doctoral degree,120000,EUR,1.195826,143499.12
8400,Male,Israel,33.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Doctoral degree,90000,USD,1.0,90000.0
8402,Male,Israel,34.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Master's degree,80,USD,1.0,80.0
8405,Male,Germany,30.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,R,Doctoral degree,50000,EUR,1.195826,59791.3
8410,Male,Russia,22.0,Employed full-time,Yes,Computer Scientist,Employed by company that makes advanced analytic software,Haskell,Bachelor's degree,528000,RUB,0.017402,9188.256000000001
8411,Male,People 's Republic of China,28.0,Employed full-time,Yes,Machine Learning Engineer,Employed by a company that performs advanced analytics,Python,Master's degree,70000,USD,1.0,70000.0
8416,Female,Israel,27.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Master's degree,70000,ILS,0.282974,19808.18
8420,Male,India,24.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by professional services/consulting firm,Python,Master's degree,1150000,INR,0.01562,17963.0
8438,Male,Israel,31.0,Employed full-time,Yes,Data Scientist,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Python,Bachelor's degree,85000,USD,1.0,85000.0
8447,Male,Russia,34.0,Employed full-time,Yes,Machine Learning Engineer,Employed by professional services/consulting firm,Python,Some college/university study without earning a bachelor's degree,1500000,RUB,0.017402,26103.0
8450,Male,Denmark,34.0,Employed full-time,Yes,Data Analyst,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,450000,DKK,0.16073,72328.5
8457,Male,United Kingdom,23.0,Employed full-time,Yes,Other,Employed by professional services/consulting firm,R,Bachelor's degree,25000,GBP,1.324188,33104.7
8466,Male,Hungary,30.0,Employed full-time,Yes,Data Scientist,Employed by college or university,Python,Master's degree,120000,HUF,0.003896,467.52000000000004
8471,Female,Spain,61.0,Employed full-time,Yes,Scientist/Researcher,Employed by government,Python,Doctoral degree,72000,EUR,1.195826,86099.47200000001
8480,Male,Russia,22.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by professional services/consulting firm,R,Master's degree,70000,RUB,0.017402,1218.14
8486,Male,Spain,43.0,Employed full-time,Yes,Statistician,Employed by government,,Doctoral degree,35000,EUR,1.195826,41853.91
8487,Female,Norway,28.0,Employed full-time,Yes,Researcher,Employed by college or university,Python,Master's degree,250000,NOK,0.127502,31875.5
8493,Male,Norway,40.0,Employed full-time,Yes,Data Analyst,Employed by a company that performs advanced analytics,R,Master's degree,730000,NOK,0.127502,93076.46
8500,Male,United Kingdom,60.0,Employed full-time,Yes,Other,"Employed by college or university,Employed by non-profit or NGO",Python,Bachelor's degree,55000,GBP,1.324188,72830.34
8507,Male,Other,44.0,Employed full-time,Yes,Business Analyst,Employed by company that makes advanced analytic software,Python,Doctoral degree,180000,HRK,0.160606,28909.079999999998
8508,Female,France,38.0,Employed full-time,Yes,Scientist/Researcher,Employed by company that makes advanced analytic software,Python,Doctoral degree,53000,EUR,1.195826,63378.778000000006
8515,Male,India,36.0,Employed full-time,Yes,Programmer,Employed by college or university,R,Master's degree,480000,INR,0.01562,7497.6
8517,Male,Australia,28.0,Employed full-time,Yes,Statistician,Employed by professional services/consulting firm,Python,Master's degree,135000,AUD,0.80231,108311.84999999999
8518,Male,Netherlands,42.0,Employed full-time,Yes,Data Scientist,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,64000,EUR,1.195826,76532.864
8520,Male,Other,26.0,Employed full-time,Yes,Business Analyst,,R,Master's degree,18000,USD,1.0,18000.0
8524,Male,Turkey,27.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,C/C++/C#,Master's degree,4450,TRY,0.29178,1298.4209999999998
8527,Female,Spain,44.0,Employed full-time,Yes,Data Scientist,Employed by a company that doesn't perform advanced analytics,SQL,Bachelor's degree,40000,EUR,1.195826,47833.04
8529,A different identity,Other,99.0,Employed full-time,Yes,Other,"Employed by a company that doesn't perform advanced analytics,Employed by government",SQL,Bachelor's degree,15000,EUR,1.195826,17937.39
8536,Male,India,25.0,Employed full-time,Yes,Business Analyst,Employed by college or university,R,Master's degree,1050000,INR,0.01562,16401.0
8539,Male,Turkey,26.0,Employed full-time,Yes,Software Developer/Software Engineer,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Python,Bachelor's degree,54000,TRY,0.29178,15756.119999999999
8541,Male,India,23.0,Employed full-time,Yes,Data Analyst,Employed by a company that doesn't perform advanced analytics,Python,Bachelor's degree,67000,INR,0.01562,1046.54
8547,Male,India,26.0,Employed full-time,Yes,Data Scientist,Employed by a company that doesn't perform advanced analytics,,Master's degree,480000,INR,0.01562,7497.6
8548,Male,Denmark,29.0,Employed full-time,Yes,Scientist/Researcher,Employed by government,Python,Master's degree,120000,DKK,0.16073,19287.600000000002
8566,Male,India,26.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Doctoral degree,336000,INR,0.01562,5248.32
8572,Male,France,39.0,Employed full-time,Yes,Other,Employed by company that makes advanced analytic software,Python,Master's degree,110000,EUR,1.195826,131540.86000000002
8575,Female,New Zealand,30.0,Employed full-time,Yes,Researcher,Employed by college or university,Matlab,Master's degree,25000,NZD,0.727801,18195.025
8578,Male,Other,34.0,Employed full-time,Yes,Machine Learning Engineer,Employed by professional services/consulting firm,C/C++/C#,Master's degree,100000,EUR,1.195826,119582.6
8580,Male,Germany,26.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Master's degree,45000,EUR,1.195826,53812.170000000006
8584,Male,Other,30.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Master's degree,36,JOD,1.41062,50.78232
8589,Male,Italy,35.0,Employed full-time,Yes,Scientist/Researcher,Employed by non-profit or NGO,Python,Doctoral degree,30000,EUR,1.195826,35874.78
8597,Male,Switzerland,50.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Master's degree,130000,CHF,1.043382,135639.66
8599,Male,People 's Republic of China,33.0,Employed full-time,Yes,Data Analyst,Employed by a company that performs advanced analytics,SQL,Bachelor's degree,200000,CNY,0.153,30600.0
8600,Male,United States,36.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Stata,Bachelor's degree,90000,USD,1.0,90000.0
8608,Male,France,28.0,Employed full-time,Yes,Data Scientist,Employed by company that makes advanced analytic software,Python,Doctoral degree,47000,EUR,1.195826,56203.822
8625,Female,South Africa,37.0,Employed full-time,Yes,Statistician,Employed by professional services/consulting firm,R,Master's degree,600000,ZAR,0.077002,46201.2
8631,Male,India,27.0,Employed full-time,Yes,Machine Learning Engineer,Employed by professional services/consulting firm,Python,Bachelor's degree,600000,INR,0.01562,9372.0
8635,Male,India,23.0,Employed full-time,Yes,Business Analyst,"Employed by professional services/consulting firm,Employed by a company that doesn't perform advanced analytics",Python,Bachelor's degree,400000,INR,0.01562,6248.0
8637,Male,Germany,23.0,Employed full-time,Yes,Data Scientist,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Python,Master's degree,50000,EUR,1.195826,59791.3
8642,Male,Other,32.0,Employed full-time,Yes,Machine Learning Engineer,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,1200000,RUB,0.017402,20882.4
8669,Male,United Kingdom,49.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Doctoral degree,275000,GBP,1.324188,364151.69999999995
8673,Male,Netherlands,33.0,Employed full-time,Yes,Data Scientist,Employed by company that makes advanced analytic software,Python,Master's degree,97000,EUR,1.195826,115995.122
8674,Female,Singapore,31.0,Employed full-time,Yes,Data Analyst,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Scala,Master's degree,55200,SGD,0.742589,40990.912800000006
8685,Male,France,25.0,Employed full-time,Yes,Statistician,Employed by professional services/consulting firm,R,Master's degree,47000,EUR,1.195826,56203.822
8695,Male,Brazil,38.0,Employed full-time,Yes,Business Analyst,Employed by a company that performs advanced analytics,Python,Professional degree,320000,BRL,0.32135,102832.00000000001
8699,Male,Kenya,21.0,Employed full-time,Yes,Data Analyst,Employed by a company that doesn't perform advanced analytics,R,Bachelor's degree,120000,KES,0.009726,1167.1200000000001
8704,Male,India,24.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Bachelor's degree,750000,INR,0.01562,11715.0
8721,Male,United Kingdom,30.0,Employed full-time,Yes,Researcher,Employed by company that makes advanced analytic software,,Master's degree,0,GBP,1.324188,0.0
8728,Male,Japan,41.0,Employed full-time,Yes,Computer Scientist,,C/C++/C#,Bachelor's degree,75000,USD,1.0,75000.0
8734,Male,Ukraine,24.0,Employed full-time,Yes,Other,Employed by a company that performs advanced analytics,SQL,Master's degree,500000,UAH,0.038368,19184.0
8736,Female,France,25.0,Employed full-time,Yes,Other,Employed by a company that doesn't perform advanced analytics,SQL,Master's degree,36000,EUR,1.195826,43049.736000000004
8738,Male,Kenya,34.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Doctoral degree,1800000,KES,0.009726,17506.8
8741,Male,Vietnam,27.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Master's degree,25000,USD,1.0,25000.0
8746,Male,Finland,35.0,Employed full-time,Yes,Other,Employed by a company that doesn't perform advanced analytics,R,Master's degree,50000,EUR,1.195826,59791.3
8749,Female,United Kingdom,34.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Doctoral degree,50000,GBP,1.324188,66209.4
8754,Male,Australia,39.0,Employed full-time,Yes,Software Developer/Software Engineer,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Python,Professional degree,110000,AUD,0.80231,88254.09999999999
8760,Female,United Kingdom,33.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,Python,Bachelor's degree,40000,GBP,1.324188,52967.52
8767,Male,Japan,40.0,Employed full-time,Yes,Engineer,Employed by a company that performs advanced analytics,Python,Bachelor's degree,7000000,JPY,0.009108,63756.0
8768,Male,Turkey,31.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,144000,TRY,0.29178,42016.32
8770,Female,Russia,24.0,Employed full-time,Yes,Data Scientist,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,960000,RUB,0.017402,16705.920000000002
8779,Male,Ukraine,21.0,Employed full-time,Yes,Data Scientist,Employed by a company that doesn't perform advanced analytics,R,Bachelor's degree,300000,UAH,0.038368,11510.4
8798,Male,Spain,24.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,R,Master's degree,16000,EUR,1.195826,19133.216
8801,Male,India,41.0,Employed full-time,Yes,Machine Learning Engineer,Employed by college or university,Python,Master's degree,70000,INR,0.01562,1093.4
8804,Female,France,26.0,Employed full-time,Yes,Statistician,Employed by a company that performs advanced analytics,R,Master's degree,43000,EUR,1.195826,51420.518000000004
8806,Male,India,40.0,Employed full-time,Yes,Researcher,Employed by college or university,Python,Doctoral degree,50000,INR,0.01562,781.0
8816,Male,Spain,33.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,R,Master's degree,39000,EUR,1.195826,46637.214
8818,Male,People 's Republic of China,32.0,Employed full-time,Yes,Other,Employed by a company that performs advanced analytics,Python,Bachelor's degree,500000,CNY,0.153,76500.0
8833,Male,India,30.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by professional services/consulting firm,,Bachelor's degree,80000,INR,0.01562,1249.6
8836,Male,China,24.0,Employed full-time,Yes,Data Miner,Employed by a company that performs advanced analytics,Python,Bachelor's degree,150000,CNY,0.153,22950.0
8853,Male,India,27.0,Employed full-time,Yes,Data Scientist,,R,Bachelor's degree,1400000,INR,0.01562,21868.0
8858,Male,Russia,35.0,Employed full-time,Yes,Other,Employed by professional services/consulting firm,SQL,Bachelor's degree,45000,USD,1.0,45000.0
8862,Male,China,47.0,Employed full-time,Yes,Engineer,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,120000,USD,1.0,120000.0
8874,Male,Spain,49.0,Employed full-time,Yes,Business Analyst,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,60000,EUR,1.195826,71749.56
8875,Male,Spain,23.0,Employed full-time,Yes,Researcher,Employed by college or university,Python,Master's degree,12000,EUR,1.195826,14349.912
8877,Male,Russia,35.0,Employed full-time,Yes,Scientist/Researcher,Employed by professional services/consulting firm,Julia,Professional degree,610000,RUB,0.017402,10615.220000000001
8879,Female,India,37.0,Employed full-time,Yes,Other,Employed by college or university,R,Master's degree,25000,RSD,0.01002,250.49999999999997
